Partner,Circuit ID,Billing Circuit ID,Deactivated Circuit ID,Client_Type,Client Name,Installation Date,Building/Hub ID,Building/Hub Name,Latitude,Longitude,Town/Location/Area,County,Region,Region Classification,Technology,Service Provider,Service Type,IP Address,VLAN
Optimax,793374880,793374880,,,Interface Designs Limited,,,"Ajigo, Bondo",S 00 05 37.50,E 034 21 16.25,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95002541,95002541,,Platinum,Agricultural Finance Corporation Bondo,,,Bondo Town,S 00 06 5.1,E 034 16 32.4,Bondo,Siaya,Western & Nyanza,Normal,Ceragon,SFC,Internet,,
Optimax,95095779,95095779,,Platinum,Equity Bank- Bondo,,,Bondo Town,S 00 06 8.8,E 034 16 23.09,Bondo,Siaya,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,95013155,95013155,,,Kenya Commercial Bank_Bondo,,,Bondo Town,S 00 06 9.3,E 034 26 23.1,Bondo,Siaya,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,95013256,,,,Safaricom Retail-Sunny Electronics Bondo Wimax,,,Bondo Town,S 00 06 9.9,E 034 16 26.7,Bondo,Siaya,Western & Nyanza,Normal,Wimax,SFC,Internet,,
Optimax,701604730,701604730,,,The Don Hotel Ltd,,,Bondo Town,,,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,702272162,,,,Solarnow Services Kenya Limited-Bondo Lte,,,"Bondo Town, Opposite Kplc",S 00ͦ 06 11.65,E 034ͦ 16 36.42,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,701605075,,,,Queenteric Kapiyo Community Nursing Home,,,"Bondo, Kapiyo utonga road",S 00ͦ 05 21.60,E 034 14 54.71,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758720007,758720007,,,Maranda High School,,,Bondo Town,S 00 05 20.9,E 034 13 35.2,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758706444,,,,Bright Ideas Insurance Agency,,,Misori Junction Bondo,N 00 06 8.45,E 034 16 21.34,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758706447,758706447,,,Port Florence Community Hospital - Bondo,,,Bondo-Usenge Road,N 00 06 08,E 034 16 35,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758706395,758706395,,,Backhaul Technologies Ltd,,,Bondo Hospital,N 00 03 20.08,E 034 17 19.05,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,716879816,716879816,,,Matangwe Community,,,"Matangwe, Bondo",S 00 09 12.87,E 034 17 23.11,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,716888367,,,,Kmtc - Bondo,,,Bondo Town,,E 034 16 28.28,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,701607440,,,,Switel Enterprises Ltd,,,"Old Bondo-Usenge Road, Bondo Town",N 00 05 49.63,E 034 16 13.43,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,716888655,716888655,,,Unbound Project Bondo 2,,,Bondo Town,S 00 5 26.75,E 034 16 33.80,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95016564,95016564,,Platinum,Co-Operative Bank Bondo,,,Bondo Town,S 00 06 7.4,E 034 16 24.7,Bondo,Siaya,Western & Nyanza,Normal,Ceragon,SFC,Mpls,,
Optimax,717066470,717066470,,,Aleph And Gold Company Ltd,,,Bondo Town,S 00 05 38.16,E 034 16 34.01,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717077262,,,,Rozala Motel 1,,,Bondo Town,S 00 05 85,E 034 16 42.29,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717178610,,,,Red Buttons Holdings Limited,,,Bondo Town,S 00 05 56.88,E 034 17 41.52,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717186917,,,,World Youth International,,,"Uyoma, Bondo",S 00 14 50.04,E 034 21 15.39,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717187909,717187909,,,Nisha Steel Hardware,,,Bondo Town,S 00 06 11.31,E 034 16 18.32,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717189288,,,,Bondo Medical Centre,,,Bondo Town,S 00 05 53.72,E 034 16 14.57,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717252337,717252337,,,Rasuco Institute Of Business Studies,,,"Johari Plaza, Bondo",S 00 06 7.62,E 034 16 35.26,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717244139,,,,St Anthony Institute,,,"St Anthony Lwak, Bondo",S 00 08 20.49,E 034 21 22.76,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793257647,793257647,,,Bondo Teachers Sacco Society,,,"Matangwe Road, Bondo",S 00 06 14.06,E 034 16 40.25,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717244370,,,,Alfred Vincent Otieno,,,Bondo Town,S 00 02 38.21,E 034 16 28.17,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717183825,,,,Rozala Motel 2,,,Bondo Town,S 00 05 42.72,E 034 16 41.66,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717181761,,,,Owens Maternity And Nursing Home,,,"Barkawino, Bondo",S 00 06 35.58,E 034 16 10.64,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793073346,,,,Kenya Women Microfinance Bank,,,Bondo Town,S 00 06 4.42,E 034 16 24.86,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717249710,,,,Jofrim Company Limited,,,Bondo University,S 00 05 37.56,E 034 15 32.27,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793283376,,,,Ndesago Park Hotel Limited,,,"Ndori, Bondo",S 00 4 19.79,E 034 22 44.64,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793282893,793282893,,,M-Kopa Shop Bondo,,,Bondo Town,S 00 06 7.46,E 034 16 33.33,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717183066,,,,Geospen Technologies,,,,,,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793259613,,,,Juliana County Hotel Ltd,,,"Juliana County Hotel, Kober Abom",S 00 02 35.39,E 034 20 47.42,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298494,,,,Sahara Game Technology,,,"Kisumu-Busia Road, Ligega",N 00 12 51.67,E 034 15 55.77,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299890,793299890,,,Achola Jaoko And Company Advocates,,,"Kisumu-Busia Road, Bondo",S 00 06 7.63,E 034 16 35.22,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298529,,,,Peter Ngao Lewa 1,,,Bondo- usenge,S 00 06 1.23,E 034 15 29.78,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793298530,,,,Peter Ngao Lewa 2,,,Bondo- usenge,S 00 06 1.30,E 034 15 30.11,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793313781,,,,Boaz Opiyo Onditi,,,"Club Bondez, Bondo",S 00 06 13.11,E 034 16 16.42,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793293459,,,,Greenlight Planet Bondo,,,"Sunking, Bondo",S 00 05 56.21,E 034 16 26.71,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382281,793382281,,,The Garden Bondo Limited Hotel,,,Bondo-Usenge Road,S 00 03 31.02,E 034 09 0.11,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382379,793382379,,,Sirembe Mixed Secondary School - Principle's,,,Bondo-Usenge Road,S 00 5 29.58,E 034 15 42.52,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793459850,,,,BathPreson Tech Center Link 1,2020-03-04 00:00:00,,,S 00 06 1.16,E 034 16 31.96,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793459851,,,,BathPreson Tech Center Link 2,2020-03-04 00:00:00,,,S 00 06 1.16,E 034 16 31.96,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793375003,793375003,,,Institute For Faith & Gender Empowerment,2020-03-05 00:00:00,,,S 00 06 21,E 034 16 29,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374946,,,,Wagana Solar,2020-03-05 00:00:00,,,S 00 05 52,E 034 16 24,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95060018,95060018,,,Bondo Pride Hotel ltd,2020-03-04 00:00:00,BON144884,Pride -In Hotel Bondo,S 00 06 01,E 034 16 01,Bondo,Siaya,Western & Nyanza,Normal,Fiber,SFC,Internet,,
Optimax,110926237,110926237,,,Bondo Tiles,2020-05-28 00:00:00,,"Bondo-Uyoma Road, Bondo",S 00 06 6.1,E 034 16 12.4,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926401,,,,Cashara Digital,2020-05-21 00:00:00,,Bondo-Siaya Junction,N 00 05 52.8,E 034 16 40.7,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926185,,,,Alijo Development And Consultancy Services Ltd,2020-05-22 00:00:00,,"Bondo-Ndira Street, Bondo",S 00 03 38.1,E 034 18 34.9,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926143,,,,Benard Omolo,2020-05-30 00:00:00,,Bondo-Usenge Road,S 00 05 33,E 034 15 18.7,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926144,110926144,,,Stella Mathenge,2020-05-24 00:00:00,,Bondo-Siaya Road,S 00 05 15.5,E 034 16 23.9,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926680,,,,Leonard Omollo,,,"Sakwa Road, Nango Bondo",S 00 09 49.6,E 034 09 47.2,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926807,,,,Denis Ochieng Odhiambo,,,Bondo Town,S 00 05 58.3,E 034 16 21.2,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926812,,,,Steven Oyucho,2020-05-31 00:00:00,,Bondo-Usenge Road,S 00 03 32.9,E 034 25 25.7,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926766,110926766,,,John Otieno Otieno,2020-06-09 00:00:00,,"Siaya-Bondo Road, Bondo",N 00 04 59.8,E 034 16 40.5,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926805,110926805,,,Fredrick Simeon,,,Kabanjo Bondo,N 00 04 59.7,E 034 16 40.5,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110864990,,,,Jawamu Construction Company Limited,,,Bondo-Usenge Road,S 00 05 38.2,E 034 15 34.4,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110864980,,,,Catherine Morangwa Obaingwa,,,"Mahaya-Petro Road, Bondo",S 00 08 49.4,E 034 10 13.9,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,95063734,,,,Faulu Kenya-Bondo,2020-07-30 00:00:00,,Faulu Kenya Bondo,S 00 06 7.96,E 034 16 25.47,Bondo,Siaya,Western & Nyanza,Normal,Radwin,SFC,Mpls,172.30.149.220/30,
Optimax,110865281,,,,Anthon Maurice,2020-06-02 00:00:00,,Bondo-Usenge Road,S 00 05 33,E 034 15 16.2,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,,Internet,105.49.150.83,
Optimax,110865290,110865290,,,Ronald Mujete,2020-06-03 00:00:00,,Bondo-Nyawita Road,S 00 05 28.6,E 034 16 26.6,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,,Internet,105.59.165.247,
Optimax,110826188,,,,Suralake View Hotel,2020-07-16 00:00:00,,,S 00 06 19.06,E 034 16 26.7,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717242566,717242566,,,St Marys Lwak High School,2020-10-22 00:00:00,,,S 00 08 30.6,E 034 21 28.1,Bondo,Siaya,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,110926349,,,,Matioli Secondary School,2020-05-29 00:00:00,,"Matioli, Bukura",N 00 12 7.5,E 034 37 14.5,Bukura,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793374933,,,,Beam Tech Cyber Services,2020-05-22 00:00:00,,"Beam Cyber, Bukura",N 00 13 14.01,E 034 36 56.68,Bukura,Kakamega,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793299887,,,,Ebenezer Complex Academy,,,Bumala Town,N 00 17 42.1,E 034 12 31.8,Bumala,Busia,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758720054,758720054,,,Peshmatt Supermarket,,,Bumala-Kisumu Rd,N 00 18 17,E 034 12 10,Bumala,Busia,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,717844721,,,,Crown Bus Services Ltd - Bumala,,,Bumala Town,N 00 27 47,E 034 6 15,Bumala,Busia,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,758720228,,,,Ericssun Electricals And Data Solutions - 6,,,,,,Bumala,Busia,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
Optimax,793382272,,,,Suntone Hotel,,,Bumala Town,N 00 18 7.7,E 034 12 15.7,Bumala,Busia,Western & Nyanza,Normal,Fixed LTE,SFC,Internet,,
